For each of the 4 Channels, results shown are....
Time interval Maximum Aggregated value ADC Count & mV, Minimum Aggregated value ADC Count & mV

Time   Ch  Max ADC    Max mV   Min ADC    Min mV   Time   Ch  Max ADC    Max mV   Min ADC    Min mV   Time   Ch  Max ADC    Max mV   Min ADC    Min mV   Time   Ch  Max ADC    Max mV   Min ADC    Min mV   
216000  ChA    3625       557         0         0   216000  ChB    -129       -19         0         0   216000  ChC       0         0         0         0   216000  ChD     129        19         0         0   
217000  ChA    3625       557         0         0   217000  ChB    -129       -19         0         0   217000  ChC       0         0         0         0   217000  ChD     259        39         0         0   
218000  ChA    3496       537         0         0   218000  ChB    -129       -19         0         0   218000  ChC       0         0         0         0   218000  ChD     129        19         0         0   
219000  ChA    3625       557         0         0   219000  ChB    -259       -39         0         0   219000  ChC       0         0         0         0   219000  ChD     259        39         0         0   
220000  ChA    3625       557         0         0   220000  ChB       0         0         0         0   220000  ChC       0         0         0         0   220000  ChD     129        19         0         0   
221000  ChA    3625       557         0         0   221000  ChB    -129       -19         0         0   221000  ChC       0         0         0         0   221000  ChD     129        19         0         0   
222000  ChA    3496       537         0         0   222000  ChB    -129       -19         0         0   222000  ChC       0         0         0         0   222000  ChD     129        19         0         0   
223000  ChA    3625       557         0         0   223000  ChB    -259       -39         0         0   223000  ChC     129        19         0         0   223000  ChD       0         0         0         0   
224000  ChA    3754       577         0         0   224000  ChB    -259       -39         0         0   224000  ChC       0         0         0         0   224000  ChD       0         0         0         0   
225000  ChA    3754       577         0         0   225000  ChB       0         0         0         0   225000  ChC     129        19         0         0   225000  ChD     129        19         0         0   
226000  ChA    3754       577         0         0   226000  ChB    -259       -39         0         0   226000  ChC       0         0         0         0   226000  ChD     129        19         0         0   
227000  ChA    3754       577         0         0   227000  ChB       0         0         0         0   227000  ChC       0         0         0         0   227000  ChD     259        39         0         0   
228000  ChA    3754       577         0         0   228000  ChB    -259       -39         0         0   228000  ChC     129        19         0         0   228000  ChD     129        19         0         0   
229000  ChA    3884       597         0         0   229000  ChB    -129       -19         0         0   229000  ChC       0         0         0         0   229000  ChD     129        19         0         0   
230000  ChA    3754       577         0         0   230000  ChB    -129       -19         0         0   230000  ChC       0         0         0         0   230000  ChD       0         0         0         0   
231000  ChA    3884       597         0         0   231000  ChB    -129       -19         0         0   231000  ChC       0         0         0         0   231000  ChD     129        19         0         0   
232000  ChA    3754       577         0         0   232000  ChB       0         0         0         0   232000  ChC       0         0         0         0   232000  ChD     259        39         0         0   
233000  ChA    3754       577         0         0   233000  ChB    -129       -19         0         0   233000  ChC       0         0         0         0   233000  ChD     129        19         0         0   
234000  ChA    3754       577         0         0   234000  ChB    -129       -19         0         0   234000  ChC     129        19         0         0   234000  ChD       0         0         0         0   
235000  ChA    3754       577         0         0   235000  ChB    -129       -19         0         0   235000  ChC       0         0         0         0   235000  ChD       0         0         0         0   
236000  ChA    3754       577         0         0   236000  ChB    -129       -19         0         0   236000  ChC     129        19         0         0   236000  ChD     129        19         0         0   
237000  ChA    3884       597         0         0   237000  ChB    -129       -19         0         0   237000  ChC       0         0         0         0   237000  ChD     129        19         0         0   
238000  ChA    3754       577         0         0   238000  ChB    -259       -39         0         0   238000  ChC       0         0         0         0   238000  ChD     129        19         0         0   
239000  ChA    3884       597         0         0   239000  ChB       0         0         0         0   239000  ChC       0         0         0         0   239000  ChD     129        19         0         0   
240000  ChA    3754       577         0         0   240000  ChB    -129       -19         0         0   240000  ChC       0         0         0         0   240000  ChD       0         0         0         0   
241000  ChA    3884       597         0         0   241000  ChB       0         0         0         0   241000  ChC       0         0         0         0   241000  ChD     259        39         0         0   
242000  ChA    3884       597         0         0   242000  ChB       0         0         0         0   242000  ChC       0         0         0         0   242000  ChD     129        19         0         0   
243000  ChA    3884       597         0         0   243000  ChB       0         0         0         0   243000  ChC       0         0         0         0   243000  ChD     129        19         0         0   
244000  ChA    4013       617         0         0   244000  ChB    -129       -19         0         0   244000  ChC       0         0         0         0   244000  ChD     259        39         0         0   
245000  ChA    3754       577         0         0   245000  ChB    -129       -19         0         0   245000  ChC       0         0         0         0   245000  ChD     259        39         0         0   
246000  ChA    3625       557         0         0   246000  ChB       0         0         0         0   246000  ChC       0         0         0         0   246000  ChD     129        19         0         0   
247000  ChA    3884       597         0         0   247000  ChB       0         0         0         0   247000  ChC       0         0         0         0   247000  ChD       0         0         0         0   
248000  ChA    3884       597         0         0   248000  ChB    -129       -19         0         0   248000  ChC       0         0         0         0   248000  ChD     129        19         0         0   
249000  ChA    3884       597         0         0   249000  ChB       0         0         0         0   249000  ChC       0         0         0         0   249000  ChD     259        39         0         0   
250000  ChA    3884       597         0         0   250000  ChB       0         0         0         0   250000  ChC       0         0         0         0   250000  ChD       0         0         0         0   
251000  ChA    3754       577         0         0   251000  ChB    -259       -39         0         0   251000  ChC       0         0         0         0   251000  ChD     259        39         0         0   
252000  ChA    3884       597         0         0   252000  ChB       0         0         0         0   252000  ChC       0         0         0         0   252000  ChD     129        19         0         0   
253000  ChA    3754       577         0         0   253000  ChB    -129       -19         0         0   253000  ChC       0         0         0         0   253000  ChD     129        19         0         0   
254000  ChA    3754       577         0         0   254000  ChB    -129       -19         0         0   254000  ChC     129        19         0         0   254000  ChD     129        19         0         0   
255000  ChA    3884       597         0         0   255000  ChB       0         0         0         0   255000  ChC       0         0         0         0   255000  ChD     129        19         0         0   
256000  ChA    3884       597         0         0   256000  ChB       0         0         0         0   256000  ChC       0         0         0         0   256000  ChD     129        19         0         0   
257000  ChA    3754       577         0         0   257000  ChB       0         0         0         0   257000  ChC       0         0         0         0   257000  ChD     129        19         0         0   
258000  ChA    3754       577         0         0   258000  ChB    -129       -19         0         0   258000  ChC       0         0         0         0   258000  ChD     259        39         0         0   
259000  ChA    3884       597         0         0   259000  ChB    -129       -19         0         0   259000  ChC       0         0         0         0   259000  ChD     129        19         0         0   
260000  ChA    3884       597         0         0   260000  ChB    -129       -19         0         0   260000  ChC       0         0         0         0   260000  ChD     129        19         0         0   
261000  ChA    3884       597         0         0   261000  ChB       0         0         0         0   261000  ChC       0         0         0         0   261000  ChD     259        39         0         0   
262000  ChA    3625       557         0         0   262000  ChB    -129       -19         0         0   262000  ChC       0         0         0         0   262000  ChD     129        19         0         0   
263000  ChA    3754       577         0         0   263000  ChB    -259       -39         0         0   263000  ChC       0         0         0         0   263000  ChD     129        19         0         0   
264000  ChA    3884       597         0         0   264000  ChB    -129       -19         0         0   264000  ChC       0         0         0         0   264000  ChD     259        39         0         0   
265000  ChA    3625       557         0         0   265000  ChB    -129       -19         0         0   265000  ChC       0         0         0         0   265000  ChD     259        39         0         0   
266000  ChA    3625       557         0         0   266000  ChB    -259       -39         0         0   266000  ChC       0         0         0         0   266000  ChD     129        19         0         0   
267000  ChA    3625       557         0         0   267000  ChB       0         0         0         0   267000  ChC     129        19         0         0   267000  ChD       0         0         0         0   
268000  ChA    3625       557         0         0   268000  ChB       0         0         0         0   268000  ChC       0         0         0         0   268000  ChD     129        19         0         0   
269000  ChA    3496       537         0         0   269000  ChB    -259       -39         0         0   269000  ChC     129        19         0         0   269000  ChD     129        19         0         0   
270000  ChA    3625       557         0         0   270000  ChB       0         0         0         0   270000  ChC     129        19         0         0   270000  ChD     129        19         0         0   
271000  ChA    3625       557         0         0   271000  ChB       0         0         0         0   271000  ChC       0         0         0         0   271000  ChD     129        19         0         0   
272000  ChA    3496       537         0         0   272000  ChB    -129       -19         0         0   272000  ChC       0         0         0         0   272000  ChD     129        19         0         0   
273000  ChA    3625       557         0         0   273000  ChB    -129       -19         0         0   273000  ChC       0         0         0         0   273000  ChD       0         0         0         0   
274000  ChA    3625       557         0         0   274000  ChB       0         0         0         0   274000  ChC    -129       -19         0         0   274000  ChD     129        19         0         0   
275000  ChA    3625       557         0         0   275000  ChB    -129       -19         0         0   275000  ChC       0         0         0         0   275000  ChD       0         0         0         0   
276000  ChA    3625       557         0         0   276000  ChB       0         0         0         0   276000  ChC       0         0         0         0   276000  ChD     129        19         0         0   
277000  ChA    3625       557         0         0   277000  ChB    -129       -19         0         0   277000  ChC     129        19         0         0   277000  ChD       0         0         0         0   
278000  ChA    3366       517         0         0   278000  ChB    -129       -19         0         0   278000  ChC       0         0         0         0   278000  ChD     129        19         0         0   
279000  ChA    3366       517         0         0   279000  ChB    -129       -19         0         0   279000  ChC       0         0         0         0   279000  ChD       0         0         0         0   
280000  ChA    3625       557         0         0   280000  ChB    -129       -19         0         0   280000  ChC    -129       -19         0         0   280000  ChD       0         0         0         0   
281000  ChA    3496       537         0         0   281000  ChB    -129       -19         0         0   281000  ChC       0         0         0         0   281000  ChD     129        19         0         0   
282000  ChA    3366       517         0         0   282000  ChB       0         0         0         0   282000  ChC       0         0         0         0   282000  ChD     129        19         0         0   
283000  ChA    3496       537         0         0   283000  ChB       0         0         0         0   283000  ChC       0         0         0         0   283000  ChD     259        39         0         0   
284000  ChA    3366       517         0         0   284000  ChB    -129       -19         0         0   284000  ChC     129        19         0         0   284000  ChD       0         0         0         0   
285000  ChA    3366       517         0         0   285000  ChB       0         0         0         0   285000  ChC       0         0         0         0   285000  ChD     129        19         0         0   
286000  ChA    3366       517         0         0   286000  ChB    -129       -19         0         0   286000  ChC     129        19         0         0   286000  ChD     129        19         0         0   
287000  ChA    3366       517         0         0   287000  ChB       0         0         0         0   287000  ChC       0         0         0         0   287000  ChD     129        19         0         0   
288000  ChA    3107       477         0         0   288000  ChB       0         0         0         0   288000  ChC       0         0         0         0   288000  ChD       0         0         0         0   
289000  ChA    3107       477         0         0   289000  ChB       0         0         0         0   289000  ChC       0         0         0         0   289000  ChD     129        19         0         0   
290000  ChA    3366       517         0         0   290000  ChB    -259       -39         0         0   290000  ChC       0         0         0         0   290000  ChD     129        19         0         0   
291000  ChA    3237       497         0         0   291000  ChB    -259       -39         0         0   291000  ChC       0         0         0         0   291000  ChD     259        39         0         0   
292000  ChA    3237       497         0         0   292000  ChB       0         0         0         0   292000  ChC       0         0         0         0   292000  ChD     129        19         0         0   
293000  ChA    3107       477         0         0   293000  ChB       0         0         0         0   293000  ChC       0         0         0         0   293000  ChD     129        19         0         0   
294000  ChA    3107       477         0         0   294000  ChB       0         0         0         0   294000  ChC       0         0         0         0   294000  ChD     129        19         0         0   
295000  ChA    3107       477         0         0   295000  ChB       0         0         0         0   295000  ChC       0         0         0         0   295000  ChD     129        19         0         0   
