For each of the 4 Channels, results shown are....
Time interval Maximum Aggregated value ADC Count & mV, Minimum Aggregated value ADC Count & mV

Time   Ch  Max ADC    Max mV   Min ADC    Min mV   Time   Ch  Max ADC    Max mV   Min ADC    Min mV   Time   Ch  Max ADC    Max mV   Min ADC    Min mV   Time   Ch  Max ADC    Max mV   Min ADC    Min mV   
    0  ChA   -3884      -597         0         0       0  ChB    -129       -19         0         0       0  ChC       0         0         0         0       0  ChD       0         0         0         0   
 1000  ChA   -3884      -597         0         0    1000  ChB    -129       -19         0         0    1000  ChC       0         0         0         0    1000  ChD       0         0         0         0   
 2000  ChA   -3884      -597         0         0    2000  ChB    -259       -39         0         0    2000  ChC       0         0         0         0    2000  ChD       0         0         0         0   
 3000  ChA   -3884      -597         0         0    3000  ChB    -129       -19         0         0    3000  ChC       0         0         0         0    3000  ChD     129        19         0         0   
 4000  ChA   -3884      -597         0         0    4000  ChB    -129       -19         0         0    4000  ChC       0         0         0         0    4000  ChD       0         0         0         0   
 5000  ChA   -3884      -597         0         0    5000  ChB       0         0         0         0    5000  ChC       0         0         0         0    5000  ChD     129        19         0         0   
 6000  ChA   -4013      -617         0         0    6000  ChB       0         0         0         0    6000  ChC       0         0         0         0    6000  ChD     129        19         0         0   
 7000  ChA   -3884      -597         0         0    7000  ChB       0         0         0         0    7000  ChC       0         0         0         0    7000  ChD       0         0         0         0   
 8000  ChA   -3754      -577         0         0    8000  ChB    -259       -39         0         0    8000  ChC       0         0         0         0    8000  ChD     129        19         0         0   
 9000  ChA   -3884      -597         0         0    9000  ChB       0         0         0         0    9000  ChC       0         0         0         0    9000  ChD     129        19         0         0   
10000  ChA   -3754      -577         0         0   10000  ChB    -129       -19         0         0   10000  ChC       0         0         0         0   10000  ChD       0         0         0         0   
11000  ChA   -3754      -577         0         0   11000  ChB    -259       -39         0         0   11000  ChC       0         0         0         0   11000  ChD     129        19         0         0   
12000  ChA   -3884      -597         0         0   12000  ChB    -129       -19         0         0   12000  ChC       0         0         0         0   12000  ChD     129        19         0         0   
13000  ChA   -3754      -577         0         0   13000  ChB       0         0         0         0   13000  ChC       0         0         0         0   13000  ChD     129        19         0         0   
14000  ChA   -3754      -577         0         0   14000  ChB    -129       -19         0         0   14000  ChC       0         0         0         0   14000  ChD       0         0         0         0   
15000  ChA   -3754      -577         0         0   15000  ChB       0         0         0         0   15000  ChC       0         0         0         0   15000  ChD     129        19         0         0   
16000  ChA   -3754      -577         0         0   16000  ChB       0         0         0         0   16000  ChC       0         0         0         0   16000  ChD     129        19         0         0   
17000  ChA   -3625      -557         0         0   17000  ChB    -129       -19         0         0   17000  ChC     129        19         0         0   17000  ChD       0         0         0         0   
18000  ChA   -3754      -577         0         0   18000  ChB       0         0         0         0   18000  ChC     129        19         0         0   18000  ChD     129        19         0         0   
19000  ChA   -3625      -557         0         0   19000  ChB       0         0         0         0   19000  ChC       0         0         0         0   19000  ChD       0         0         0         0   
20000  ChA   -3754      -577         0         0   20000  ChB    -129       -19         0         0   20000  ChC       0         0         0         0   20000  ChD     129        19         0         0   
21000  ChA   -3625      -557         0         0   21000  ChB    -129       -19         0         0   21000  ChC       0         0         0         0   21000  ChD     259        39         0         0   
22000  ChA   -3754      -577         0         0   22000  ChB    -129       -19         0         0   22000  ChC       0         0         0         0   22000  ChD     129        19         0         0   
23000  ChA   -3625      -557         0         0   23000  ChB       0         0         0         0   23000  ChC       0         0         0         0   23000  ChD     129        19         0         0   
24000  ChA   -3625      -557         0         0   24000  ChB       0         0         0         0   24000  ChC       0         0         0         0   24000  ChD     129        19         0         0   
25000  ChA   -3625      -557         0         0   25000  ChB    -129       -19         0         0   25000  ChC       0         0         0         0   25000  ChD     129        19         0         0   
26000  ChA   -3625      -557         0         0   26000  ChB       0         0         0         0   26000  ChC       0         0         0         0   26000  ChD     129        19         0         0   
27000  ChA   -3366      -517         0         0   27000  ChB    -129       -19         0         0   27000  ChC     129        19         0         0   27000  ChD     129        19         0         0   
28000  ChA   -3625      -557         0         0   28000  ChB    -259       -39         0         0   28000  ChC       0         0         0         0   28000  ChD     129        19         0         0   
29000  ChA   -3366      -517         0         0   29000  ChB       0         0         0         0   29000  ChC       0         0         0         0   29000  ChD       0         0         0         0   
30000  ChA   -3366      -517         0         0   30000  ChB    -129       -19         0         0   30000  ChC       0         0         0         0   30000  ChD       0         0         0         0   
31000  ChA   -3496      -537         0         0   31000  ChB       0         0         0         0   31000  ChC       0         0         0         0   31000  ChD     259        39         0         0   
32000  ChA   -3496      -537         0         0   32000  ChB       0         0         0         0   32000  ChC       0         0         0         0   32000  ChD     129        19         0         0   
33000  ChA   -3366      -517         0         0   33000  ChB       0         0         0         0   33000  ChC       0         0         0         0   33000  ChD       0         0         0         0   
34000  ChA   -3496      -537         0         0   34000  ChB       0         0         0         0   34000  ChC       0         0         0         0   34000  ChD     259        39         0         0   
35000  ChA   -3366      -517         0         0   35000  ChB       0         0         0         0   35000  ChC     129        19         0         0   35000  ChD     129        19         0         0   
36000  ChA   -3237      -497         0         0   36000  ChB       0         0         0         0   36000  ChC       0         0         0         0   36000  ChD       0         0         0         0   
37000  ChA   -3366      -517         0         0   37000  ChB    -129       -19         0         0   37000  ChC     129        19         0         0   37000  ChD     259        39         0         0   
38000  ChA   -3496      -537         0         0   38000  ChB       0         0         0         0   38000  ChC       0         0         0         0   38000  ChD       0         0         0         0   
39000  ChA   -3366      -517         0         0   39000  ChB       0         0         0         0   39000  ChC       0         0         0         0   39000  ChD     129        19         0         0   
40000  ChA   -3366      -517         0         0   40000  ChB    -129       -19         0         0   40000  ChC     129        19         0         0   40000  ChD     129        19         0         0   
41000  ChA   -3237      -497         0         0   41000  ChB    -129       -19         0         0   41000  ChC       0         0         0         0   41000  ChD     129        19         0         0   
42000  ChA   -3366      -517         0         0   42000  ChB       0         0         0         0   42000  ChC       0         0         0         0   42000  ChD     129        19         0         0   
43000  ChA   -3107      -477         0         0   43000  ChB    -259       -39         0         0   43000  ChC       0         0         0         0   43000  ChD       0         0         0         0   
44000  ChA   -3237      -497         0         0   44000  ChB    -259       -39         0         0   44000  ChC       0         0         0         0   44000  ChD       0         0         0         0   
45000  ChA   -3107      -477         0         0   45000  ChB    -129       -19         0         0   45000  ChC       0         0         0         0   45000  ChD     129        19         0         0   
46000  ChA   -3107      -477         0         0   46000  ChB       0         0         0         0   46000  ChC       0         0         0         0   46000  ChD     129        19         0         0   
47000  ChA   -3237      -497         0         0   47000  ChB       0         0         0         0   47000  ChC       0         0         0         0   47000  ChD     129        19         0         0   
48000  ChA   -3107      -477         0         0   48000  ChB    -129       -19         0         0   48000  ChC       0         0         0         0   48000  ChD     129        19         0         0   
49000  ChA   -3107      -477         0         0   49000  ChB       0         0         0         0   49000  ChC       0         0         0         0   49000  ChD       0         0         0         0   
50000  ChA   -2978      -457         0         0   50000  ChB       0         0         0         0   50000  ChC       0         0         0         0   50000  ChD     129        19         0         0   
51000  ChA   -2848      -437         0         0   51000  ChB       0         0         0         0   51000  ChC       0         0         0         0   51000  ChD     129        19         0         0   
52000  ChA   -2978      -457         0         0   52000  ChB       0         0         0         0   52000  ChC       0         0         0         0   52000  ChD       0         0         0         0   
53000  ChA   -2848      -437         0         0   53000  ChB    -259       -39         0         0   53000  ChC       0         0         0         0   53000  ChD     129        19         0         0   
54000  ChA   -2848      -437         0         0   54000  ChB       0         0         0         0   54000  ChC     129        19         0         0   54000  ChD       0         0         0         0   
55000  ChA   -2719      -418         0         0   55000  ChB    -129       -19         0         0   55000  ChC       0         0         0         0   55000  ChD     259        39         0         0   
56000  ChA   -2848      -437         0         0   56000  ChB    -129       -19         0         0   56000  ChC       0         0         0         0   56000  ChD     129        19         0         0   
57000  ChA   -2848      -437         0         0   57000  ChB       0         0         0         0   57000  ChC       0         0         0         0   57000  ChD     129        19         0         0   
58000  ChA   -2719      -418         0         0   58000  ChB       0         0         0         0   58000  ChC       0         0         0         0   58000  ChD       0         0         0         0   
59000  ChA   -2589      -398         0         0   59000  ChB       0         0         0         0   59000  ChC     129        19         0         0   59000  ChD     129        19         0         0   
60000  ChA   -2589      -398         0         0   60000  ChB       0         0         0         0   60000  ChC     129        19         0         0   60000  ChD     129        19         0         0   
61000  ChA   -2589      -398         0         0   61000  ChB    -259       -39         0         0   61000  ChC       0         0         0         0   61000  ChD     129        19         0         0   
62000  ChA   -2460      -378         0         0   62000  ChB    -129       -19         0         0   62000  ChC       0         0         0         0   62000  ChD       0         0         0         0   
63000  ChA   -2589      -398         0         0   63000  ChB       0         0         0         0   63000  ChC       0         0         0         0   63000  ChD     129        19         0         0   
64000  ChA   -2330      -358         0         0   64000  ChB       0         0         0         0   64000  ChC       0         0         0         0   64000  ChD       0         0         0         0   
65000  ChA   -2460      -378         0         0   65000  ChB       0         0         0         0   65000  ChC     129        19         0         0   65000  ChD     129        19         0         0   
66000  ChA   -2460      -378         0         0   66000  ChB    -129       -19         0         0   66000  ChC     129        19         0         0   66000  ChD       0         0         0         0   
67000  ChA   -2589      -398         0         0   67000  ChB    -129       -19         0         0   67000  ChC       0         0         0         0   67000  ChD     259        39         0         0   
68000  ChA   -2330      -358         0         0   68000  ChB    -129       -19         0         0   68000  ChC       0         0         0         0   68000  ChD     129        19         0         0   
69000  ChA   -2330      -358         0         0   69000  ChB       0         0         0         0   69000  ChC       0         0         0         0   69000  ChD     129        19         0         0   
70000  ChA   -2201      -338         0         0   70000  ChB       0         0         0         0   70000  ChC     129        19         0         0   70000  ChD     259        39         0         0   
71000  ChA   -2201      -338         0         0   71000  ChB    -129       -19         0         0   71000  ChC       0         0         0         0   71000  ChD     129        19         0         0   
72000  ChA   -2201      -338         0         0   72000  ChB    -259       -39         0         0   72000  ChC       0         0         0         0   72000  ChD       0         0         0         0   
73000  ChA   -2071      -318         0         0   73000  ChB    -259       -39         0         0   73000  ChC       0         0         0         0   73000  ChD     129        19         0         0   
74000  ChA   -2330      -358         0         0   74000  ChB       0         0         0         0   74000  ChC       0         0         0         0   74000  ChD     129        19         0         0   
75000  ChA   -2071      -318         0         0   75000  ChB       0         0         0         0   75000  ChC       0         0         0         0   75000  ChD     129        19         0         0   
76000  ChA   -2071      -318         0         0   76000  ChB    -129       -19         0         0   76000  ChC     129        19         0         0   76000  ChD     129        19         0         0   
77000  ChA   -1942      -298         0         0   77000  ChB       0         0         0         0   77000  ChC     129        19         0         0   77000  ChD       0         0         0         0   
78000  ChA   -2071      -318         0         0   78000  ChB    -129       -19         0         0   78000  ChC       0         0         0         0   78000  ChD     129        19         0         0   
79000  ChA   -1813      -278         0         0   79000  ChB       0         0         0         0   79000  ChC       0         0         0         0   79000  ChD       0         0         0         0   
80000  ChA   -1942      -298         0         0   80000  ChB    -129       -19         0         0   80000  ChC       0         0         0         0   80000  ChD     129        19         0         0   
81000  ChA   -1813      -278         0         0   81000  ChB    -259       -39         0         0   81000  ChC       0         0         0         0   81000  ChD     259        39         0         0   
82000  ChA   -1813      -278         0         0   82000  ChB    -129       -19         0         0   82000  ChC       0         0         0         0   82000  ChD     129        19         0         0   
83000  ChA   -1683      -258         0         0   83000  ChB       0         0         0         0   83000  ChC       0         0         0         0   83000  ChD     129        19         0         0   
84000  ChA   -1683      -258         0         0   84000  ChB       0         0         0         0   84000  ChC       0         0         0         0   84000  ChD     129        19         0         0   
85000  ChA   -1683      -258         0         0   85000  ChB    -259       -39         0         0   85000  ChC       0         0         0         0   85000  ChD     129        19         0         0   
86000  ChA   -1554      -238         0         0   86000  ChB       0         0         0         0   86000  ChC       0         0         0         0   86000  ChD       0         0         0         0   
87000  ChA   -1554      -238         0         0   87000  ChB       0         0         0         0   87000  ChC       0         0         0         0   87000  ChD     129        19         0         0   
88000  ChA   -1554      -238         0         0   88000  ChB    -129       -19         0         0   88000  ChC       0         0         0         0   88000  ChD     129        19         0         0   
89000  ChA   -1554      -238         0         0   89000  ChB       0         0         0         0   89000  ChC    -129       -19         0         0   89000  ChD     129        19         0         0   
90000  ChA   -1424      -218         0         0   90000  ChB       0         0         0         0   90000  ChC       0         0         0         0   90000  ChD     129        19         0         0   
91000  ChA   -1424      -218         0         0   91000  ChB    -259       -39         0         0   91000  ChC       0         0         0         0   91000  ChD     129        19         0         0   
92000  ChA   -1295      -199         0         0   92000  ChB    -129       -19         0         0   92000  ChC     129        19         0         0   92000  ChD     129        19         0         0   
93000  ChA   -1295      -199         0         0   93000  ChB    -129       -19         0         0   93000  ChC       0         0         0         0   93000  ChD       0         0         0         0   
94000  ChA   -1295      -199         0         0   94000  ChB       0         0         0         0   94000  ChC     129        19         0         0   94000  ChD       0         0         0         0   
95000  ChA   -1165      -179         0         0   95000  ChB       0         0         0         0   95000  ChC    -129       -19         0         0   95000  ChD     129        19         0         0   
96000  ChA   -1036      -159         0         0   96000  ChB       0         0         0         0   96000  ChC     129        19         0         0   96000  ChD     129        19         0         0   
97000  ChA   -1036      -159         0         0   97000  ChB    -129       -19         0         0   97000  ChC       0         0         0         0   97000  ChD     259        39         0         0   
98000  ChA   -1036      -159         0         0   98000  ChB       0         0         0         0   98000  ChC       0         0         0         0   98000  ChD     129        19         0         0   
99000  ChA   -1036      -159         0         0   99000  ChB    -129       -19         0         0   99000  ChC       0         0         0         0   99000  ChD     129        19         0         0   
100000  ChA   -1036      -159         0         0   100000  ChB       0         0         0         0   100000  ChC       0         0         0         0   100000  ChD     259        39         0         0   
101000  ChA   -1036      -159         0         0   101000  ChB       0         0         0         0   101000  ChC       0         0         0         0   101000  ChD     129        19         0         0   
102000  ChA    -906      -139         0         0   102000  ChB    -129       -19         0         0   102000  ChC       0         0         0         0   102000  ChD       0         0         0         0   
103000  ChA    -777      -119         0         0   103000  ChB       0         0         0         0   103000  ChC     129        19         0         0   103000  ChD       0         0         0         0   
104000  ChA    -906      -139         0         0   104000  ChB    -129       -19         0         0   104000  ChC       0         0         0         0   104000  ChD     129        19         0         0   
105000  ChA    -647       -99         0         0   105000  ChB       0         0         0         0   105000  ChC       0         0         0         0   105000  ChD     129        19         0         0   
106000  ChA    -647       -99         0         0   106000  ChB       0         0         0         0   106000  ChC       0         0         0         0   106000  ChD     129        19         0         0   
107000  ChA    -518       -79         0         0   107000  ChB       0         0         0         0   107000  ChC       0         0         0         0   107000  ChD     129        19         0         0   
108000  ChA    -518       -79         0         0   108000  ChB       0         0         0         0   108000  ChC       0         0         0         0   108000  ChD     129        19         0         0   
109000  ChA    -518       -79         0         0   109000  ChB    -259       -39         0         0   109000  ChC     129        19         0         0   109000  ChD     129        19         0         0   
110000  ChA    -518       -79         0         0   110000  ChB       0         0         0         0   110000  ChC       0         0         0         0   110000  ChD     259        39         0         0   
111000  ChA    -388       -59         0         0   111000  ChB       0         0         0         0   111000  ChC       0         0         0         0   111000  ChD     129        19         0         0   
112000  ChA    -388       -59         0         0   112000  ChB       0         0         0         0   112000  ChC     129        19         0         0   112000  ChD     129        19         0         0   
113000  ChA    -388       -59         0         0   113000  ChB       0         0         0         0   113000  ChC       0         0         0         0   113000  ChD     129        19         0         0   
114000  ChA    -259       -39         0         0   114000  ChB    -129       -19         0         0   114000  ChC       0         0         0         0   114000  ChD       0         0         0         0   
115000  ChA    -259       -39         0         0   115000  ChB    -259       -39         0         0   115000  ChC       0         0         0         0   115000  ChD     259        39         0         0   
116000  ChA    -129       -19         0         0   116000  ChB    -129       -19         0         0   116000  ChC       0         0         0         0   116000  ChD     129        19         0         0   
117000  ChA    -129       -19         0         0   117000  ChB    -259       -39         0         0   117000  ChC       0         0         0         0   117000  ChD     129        19         0         0   
118000  ChA    -129       -19         0         0   118000  ChB       0         0         0         0   118000  ChC     129        19         0         0   118000  ChD     129        19         0         0   
119000  ChA       0         0         0         0   119000  ChB    -129       -19         0         0   119000  ChC     129        19         0         0   119000  ChD       0         0         0         0   
120000  ChA       0         0         0         0   120000  ChB    -259       -39         0         0   120000  ChC     129        19         0         0   120000  ChD       0         0         0         0   
121000  ChA       0         0         0         0   121000  ChB       0         0         0         0   121000  ChC       0         0         0         0   121000  ChD       0         0         0         0   
122000  ChA       0         0         0         0   122000  ChB       0         0         0         0   122000  ChC       0         0         0         0   122000  ChD     129        19         0         0   
123000  ChA       0         0         0         0   123000  ChB    -129       -19         0         0   123000  ChC     129        19         0         0   123000  ChD     129        19         0         0   
124000  ChA     129        19         0         0   124000  ChB    -129       -19         0         0   124000  ChC       0         0         0         0   124000  ChD     129        19         0         0   
125000  ChA     259        39         0         0   125000  ChB       0         0         0         0   125000  ChC     129        19         0         0   125000  ChD       0         0         0         0   
126000  ChA     259        39         0         0   126000  ChB       0         0         0         0   126000  ChC       0         0         0         0   126000  ChD       0         0         0         0   
127000  ChA     259        39         0         0   127000  ChB       0         0         0         0   127000  ChC       0         0         0         0   127000  ChD     259        39         0         0   
128000  ChA     129        19         0         0   128000  ChB       0         0         0         0   128000  ChC       0         0         0         0   128000  ChD     129        19         0         0   
129000  ChA     518        79         0         0   129000  ChB    -129       -19         0         0   129000  ChC       0         0         0         0   129000  ChD     129        19         0         0   
130000  ChA     518        79         0         0   130000  ChB       0         0         0         0   130000  ChC       0         0         0         0   130000  ChD     129        19         0         0   
131000  ChA     518        79         0         0   131000  ChB    -129       -19         0         0   131000  ChC       0         0         0         0   131000  ChD     129        19         0         0   
132000  ChA     388        59         0         0   132000  ChB       0         0         0         0   132000  ChC       0         0         0         0   132000  ChD     129        19         0         0   
133000  ChA     518        79         0         0   133000  ChB       0         0         0         0   133000  ChC     129        19         0         0   133000  ChD     129        19         0         0   
134000  ChA     647        99         0         0   134000  ChB       0         0         0         0   134000  ChC       0         0         0         0   134000  ChD     129        19         0         0   
135000  ChA     777       119         0         0   135000  ChB       0         0         0         0   135000  ChC       0         0         0         0   135000  ChD     129        19         0         0   
136000  ChA     647        99         0         0   136000  ChB    -259       -39         0         0   136000  ChC       0         0         0         0   136000  ChD     129        19         0         0   
137000  ChA     777       119         0         0   137000  ChB       0         0         0         0   137000  ChC       0         0         0         0   137000  ChD     259        39         0         0   
138000  ChA     777       119         0         0   138000  ChB    -129       -19         0         0   138000  ChC       0         0         0         0   138000  ChD     129        19         0         0   
139000  ChA     906       139         0         0   139000  ChB       0         0         0         0   139000  ChC       0         0         0         0   139000  ChD       0         0         0         0   
140000  ChA     906       139         0         0   140000  ChB       0         0         0         0   140000  ChC       0         0         0         0   140000  ChD       0         0         0         0   
141000  ChA    1036       159         0         0   141000  ChB    -129       -19         0         0   141000  ChC       0         0         0         0   141000  ChD       0         0         0         0   
142000  ChA    1036       159         0         0   142000  ChB       0         0         0         0   142000  ChC     129        19         0         0   142000  ChD     129        19         0         0   
143000  ChA    1036       159         0         0   143000  ChB    -129       -19         0         0   143000  ChC     129        19         0         0   143000  ChD     129        19         0         0   
144000  ChA     906       139         0         0   144000  ChB       0         0         0         0   144000  ChC    -129       -19         0         0   144000  ChD     259        39         0         0   
145000  ChA    1036       159         0         0   145000  ChB       0         0         0         0   145000  ChC     129        19         0         0   145000  ChD       0         0         0         0   
146000  ChA    1165       179         0         0   146000  ChB    -259       -39         0         0   146000  ChC     129        19         0         0   146000  ChD     259        39         0         0   
147000  ChA    1165       179         0         0   147000  ChB       0         0         0         0   147000  ChC       0         0         0         0   147000  ChD     129        19         0         0   
148000  ChA    1295       199         0         0   148000  ChB       0         0         0         0   148000  ChC       0         0         0         0   148000  ChD     259        39         0         0   
149000  ChA    1295       199         0         0   149000  ChB    -129       -19         0         0   149000  ChC       0         0         0         0   149000  ChD     129        19         0         0   
150000  ChA    1424       218         0         0   150000  ChB       0         0         0         0   150000  ChC       0         0         0         0   150000  ChD     129        19         0         0   
151000  ChA    1424       218         0         0   151000  ChB    -129       -19         0         0   151000  ChC       0         0         0         0   151000  ChD     129        19         0         0   
152000  ChA    1424       218         0         0   152000  ChB    -129       -19         0         0   152000  ChC     129        19         0         0   152000  ChD     129        19         0         0   
153000  ChA    1424       218         0         0   153000  ChB       0         0         0         0   153000  ChC       0         0         0         0   153000  ChD     129        19         0         0   
154000  ChA    1554       238         0         0   154000  ChB       0         0         0         0   154000  ChC       0         0         0         0   154000  ChD     129        19         0         0   
155000  ChA    1554       238         0         0   155000  ChB       0         0         0         0   155000  ChC       0         0         0         0   155000  ChD       0         0         0         0   
156000  ChA    1554       238         0         0   156000  ChB       0         0         0         0   156000  ChC       0         0         0         0   156000  ChD     129        19         0         0   
157000  ChA    1554       238         0         0   157000  ChB    -129       -19         0         0   157000  ChC       0         0         0         0   157000  ChD     129        19         0         0   
158000  ChA    1813       278         0         0   158000  ChB       0         0         0         0   158000  ChC       0         0         0         0   158000  ChD     129        19         0         0   
159000  ChA    1813       278         0         0   159000  ChB    -129       -19         0         0   159000  ChC     129        19         0         0   159000  ChD     129        19         0         0   
160000  ChA    1683       258         0         0   160000  ChB    -129       -19         0         0   160000  ChC       0         0         0         0   160000  ChD       0         0         0         0   
161000  ChA    1813       278         0         0   161000  ChB    -259       -39         0         0   161000  ChC       0         0         0         0   161000  ChD     129        19         0         0   
162000  ChA    1813       278         0         0   162000  ChB       0         0         0         0   162000  ChC       0         0         0         0   162000  ChD     129        19         0         0   
163000  ChA    1813       278         0         0   163000  ChB    -129       -19         0         0   163000  ChC       0         0         0         0   163000  ChD     259        39         0         0   
164000  ChA    2071       318         0         0   164000  ChB       0         0         0         0   164000  ChC       0         0         0         0   164000  ChD     129        19         0         0   
165000  ChA    1942       298         0         0   165000  ChB    -129       -19         0         0   165000  ChC       0         0         0         0   165000  ChD     129        19         0         0   
166000  ChA    2201       338         0         0   166000  ChB       0         0         0         0   166000  ChC     129        19         0         0   166000  ChD     259        39         0         0   
167000  ChA    2071       318         0         0   167000  ChB       0         0         0         0   167000  ChC     259        39         0         0   167000  ChD     129        19         0         0   
168000  ChA    2071       318         0         0   168000  ChB       0         0         0         0   168000  ChC       0         0         0         0   168000  ChD     129        19         0         0   
169000  ChA    2201       338         0         0   169000  ChB       0         0         0         0   169000  ChC       0         0         0         0   169000  ChD     129        19         0         0   
170000  ChA    2201       338         0         0   170000  ChB    -129       -19         0         0   170000  ChC       0         0         0         0   170000  ChD     129        19         0         0   
171000  ChA    2201       338         0         0   171000  ChB    -129       -19         0         0   171000  ChC       0         0         0         0   171000  ChD     129        19         0         0   
172000  ChA    2330       358         0         0   172000  ChB       0         0         0         0   172000  ChC     129        19         0         0   172000  ChD     259        39         0         0   
173000  ChA    2201       338         0         0   173000  ChB    -129       -19         0         0   173000  ChC       0         0         0         0   173000  ChD     129        19         0         0   
174000  ChA    2330       358         0         0   174000  ChB    -129       -19         0         0   174000  ChC       0         0         0         0   174000  ChD     259        39         0         0   
175000  ChA    2460       378         0         0   175000  ChB       0         0         0         0   175000  ChC       0         0         0         0   175000  ChD       0         0         0         0   
176000  ChA    2460       378         0         0   176000  ChB       0         0         0         0   176000  ChC       0         0         0         0   176000  ChD       0         0         0         0   
177000  ChA    2460       378         0         0   177000  ChB    -129       -19         0         0   177000  ChC       0         0         0         0   177000  ChD     259        39         0         0   
178000  ChA    2589       398         0         0   178000  ChB       0         0         0         0   178000  ChC       0         0         0         0   178000  ChD       0         0         0         0   
179000  ChA    2589       398         0         0   179000  ChB       0         0         0         0   179000  ChC       0         0         0         0   179000  ChD       0         0         0         0   
180000  ChA    2589       398         0         0   180000  ChB       0         0         0         0   180000  ChC       0         0         0         0   180000  ChD     129        19         0         0   
181000  ChA    2589       398         0         0   181000  ChB    -129       -19         0         0   181000  ChC       0         0         0         0   181000  ChD     129        19         0         0   
182000  ChA    2589       398         0         0   182000  ChB       0         0         0         0   182000  ChC       0         0         0         0   182000  ChD     129        19         0         0   
183000  ChA    2719       418         0         0   183000  ChB       0         0         0         0   183000  ChC       0         0         0         0   183000  ChD     259        39         0         0   
184000  ChA    2848       437         0         0   184000  ChB    -129       -19         0         0   184000  ChC     129        19         0         0   184000  ChD     129        19         0         0   
185000  ChA    2848       437         0         0   185000  ChB    -129       -19         0         0   185000  ChC       0         0         0         0   185000  ChD     259        39         0         0   
186000  ChA    2848       437         0         0   186000  ChB    -129       -19         0         0   186000  ChC       0         0         0         0   186000  ChD     129        19         0         0   
187000  ChA    2978       457         0         0   187000  ChB       0         0         0         0   187000  ChC       0         0         0         0   187000  ChD     129        19         0         0   
188000  ChA    2848       437         0         0   188000  ChB       0         0         0         0   188000  ChC       0         0         0         0   188000  ChD     129        19         0         0   
189000  ChA    2978       457         0         0   189000  ChB       0         0         0         0   189000  ChC       0         0         0         0   189000  ChD     259        39         0         0   
190000  ChA    2848       437         0         0   190000  ChB       0         0         0         0   190000  ChC       0         0         0         0   190000  ChD       0         0         0         0   
191000  ChA    2848       437         0         0   191000  ChB    -129       -19         0         0   191000  ChC       0         0         0         0   191000  ChD     259        39         0         0   
192000  ChA    3107       477         0         0   192000  ChB       0         0         0         0   192000  ChC       0         0         0         0   192000  ChD     129        19         0         0   
193000  ChA    2978       457         0         0   193000  ChB       0         0         0         0   193000  ChC       0         0         0         0   193000  ChD     129        19         0         0   
194000  ChA    3107       477         0         0   194000  ChB       0         0         0         0   194000  ChC       0         0         0         0   194000  ChD     129        19         0         0   
195000  ChA    3107       477         0         0   195000  ChB    -129       -19         0         0   195000  ChC       0         0         0         0   195000  ChD     129        19         0         0   
196000  ChA    3107       477         0         0   196000  ChB    -129       -19         0         0   196000  ChC       0         0         0         0   196000  ChD     129        19         0         0   
197000  ChA    3237       497         0         0   197000  ChB    -259       -39         0         0   197000  ChC       0         0         0         0   197000  ChD       0         0         0         0   
198000  ChA    3107       477         0         0   198000  ChB       0         0         0         0   198000  ChC       0         0         0         0   198000  ChD     129        19         0         0   
199000  ChA    3366       517         0         0   199000  ChB    -129       -19         0         0   199000  ChC     129        19         0         0   199000  ChD     259        39         0         0   
200000  ChA    3237       497         0         0   200000  ChB       0         0         0         0   200000  ChC       0         0         0         0   200000  ChD     129        19         0         0   
201000  ChA    3237       497         0         0   201000  ChB       0         0         0         0   201000  ChC       0         0         0         0   201000  ChD     129        19         0         0   
202000  ChA    3237       497         0         0   202000  ChB       0         0         0         0   202000  ChC     129        19         0         0   202000  ChD     129        19         0         0   
203000  ChA    3366       517         0         0   203000  ChB    -129       -19         0         0   203000  ChC       0         0         0         0   203000  ChD     129        19         0         0   
204000  ChA    3366       517         0         0   204000  ChB    -259       -39         0         0   204000  ChC       0         0         0         0   204000  ChD     129        19         0         0   
205000  ChA    3366       517         0         0   205000  ChB       0         0         0         0   205000  ChC       0         0         0         0   205000  ChD     129        19         0         0   
206000  ChA    3366       517         0         0   206000  ChB    -129       -19         0         0   206000  ChC       0         0         0         0   206000  ChD     129        19         0         0   
207000  ChA    3366       517         0         0   207000  ChB       0         0         0         0   207000  ChC       0         0         0         0   207000  ChD     259        39         0         0   
208000  ChA    3496       537         0         0   208000  ChB    -129       -19         0         0   208000  ChC     129        19         0         0   208000  ChD     129        19         0         0   
209000  ChA    3754       577         0         0   209000  ChB    -129       -19         0         0   209000  ChC       0         0         0         0   209000  ChD     129        19         0         0   
210000  ChA    3496       537         0         0   210000  ChB    -129       -19         0         0   210000  ChC       0         0         0         0   210000  ChD     259        39         0         0   
211000  ChA    3625       557         0         0   211000  ChB       0         0         0         0   211000  ChC       0         0         0         0   211000  ChD     129        19         0         0   
212000  ChA    3366       517         0         0   212000  ChB    -129       -19         0         0   212000  ChC       0         0         0         0   212000  ChD     129        19         0         0   
213000  ChA    3496       537         0         0   213000  ChB    -129       -19         0         0   213000  ChC     129        19         0         0   213000  ChD     129        19         0         0   
214000  ChA    3496       537         0         0   214000  ChB       0         0         0         0   214000  ChC       0         0         0         0   214000  ChD     129        19         0         0   
215000  ChA    3366       517         0         0   215000  ChB    -129       -19         0         0   215000  ChC     129        19         0         0   215000  ChD     129        19         0         0   
